0,17.0
1,7.0
2,15.0
3,9.0
4,20.5
5,14.5
6,11.0
7,16.5
8,0.5
9,19.5
10,4.5
11,22.5
12,19.5
13,20.5
14,17.5
15,22.0
16,10.0
17,22.5
18,22.0
19,14.0
20,11.5
21,22.5
22,16.5
23,13.5
24,4.0
25,9.5
26,14.5
27,15.5
28,12.5
29,0.5
30,18.0
31,19.0
32,18.5
33,14.0
34,22.0
35,14.5
36,18.5
37,12.0
38,14.0
39,18.5
40,12.5
41,15.5
42,20.0
43,13.5
44,17.0
45,15.0
46,15.0
47,19.5
48,22.5
49,9.5
50,21.5
51,13.0
52,8.5
53,18.0
54,14.0
55,17.5
56,8.5
57,14.0
58,7.0
59,15.0
60,15.0
61,6.5
62,21.0
63,16.5
64,14.0
65,6.5
66,18.5
67,14.0
68,16.0
69,4.5
70,7.5
71,1.5
72,21.0
73,9.0
74,10.0
75,4.5
76,2.0
77,21.0
78,4.5
79,13.5
80,8.0
81,17.0
82,5.5
83,13.0
84,8.5
85,8.5
86,1.0
87,14.0
88,16.0
89,17.5
90,17.0
91,11.5
92,0.5
93,18.5
94,20.0
95,18.0
96,17.5
97,0.5
98,16.0
99,15.5
100,15.0
101,13.5
102,10.0
103,5.5
104,18.0
105,13.5
106,22.0
107,13.5
108,20.5
109,23.0
110,18.5
111,18.0
112,18.5
113,14.5
114,15.5
115,13.0
116,17.5
117,16.0
118,13.5
119,19.0
120,17.0
121,16.5
122,20.0
123,13.0
124,23.0
125,0.5
126,13.5
127,18.0
128,20.5
129,19.5
130,19.0
131,13.5
132,16.5
133,14.0
134,17.5
135,17.5
136,5.5
137,10.0
138,12.0
139,10.0
140,14.0
141,11.0
142,18.0
143,0.5
144,7.0
145,21.5
146,20.0
147,13.5
148,0.5
149,16.0
150,18.0
151,15.0
152,16.0
153,11.0
154,15.5
155,8.5
156,14.5
157,15.0
158,16.5
159,14.5
160,14.5
161,4.5
162,17.0
163,9.0
164,10.0
165,10.0
166,8.0
167,22.0
168,4.5
169,0.5
170,11.5
171,16.0
172,19.0
173,11.5
174,19.0
175,7.5
176,21.5
177,0.5
178,21.0
179,0.5
180,22.0
181,22.0
182,19.5
183,18.0
184,20.0
185,15.5
186,23.5
187,23.0
188,16.5
189,15.0
190,21.0
191,21.5
192,17.5
193,23.5
194,20.5
195,16.5
196,12.0
197,16.0
198,21.5
199,23.5
200,17.0
201,23.5
202,23.5
203,22.0
204,23.5
205,15.0
206,20.5
207,22.5
208,20.0
209,14.5
210,23.5
211,20.5
212,15.5
213,23.0
214,15.5
215,18.0
216,19.0
217,20.5
218,12.5
219,20.5
220,18.5
221,10.0
222,19.0
223,22.5
224,19.5
225,21.0
226,23.0
227,13.0
228,14.0
229,12.0
230,16.0
231,15.0
232,22.0
233,0.5
234,11.0
235,20.5
236,9.5
237,0.5
238,16.0
239,16.0
240,0.5
241,0.5
242,13.0
243,0.5
244,16.5
245,17.0
246,22.0
247,20.5
248,21.0
249,19.0
250,10.0
251,21.0
252,3.5
253,17.5
254,10.0
255,19.5
256,8.5
257,8.5
258,15.5
259,18.5
260,13.5
261,14.0
262,22.5
263,21.5
264,20.5
265,23.0
266,23.5
267,0.5
268,15.0
269,23.5
270,21.5
271,21.0
272,17.0
273,17.0
274,22.0
275,19.5
276,20.0
277,14.0
278,23.0
279,20.5
280,19.0
281,15.0
282,17.0
283,3.0
284,2.0
285,19.5
286,21.5
287,12.5
288,4.5
289,2.5
290,17.0
291,0.5
292,0.5
293,18.0
294,19.5
295,14.5
296,0.5
297,9.0
298,16.5
299,18.5
300,23.0
301,13.0
302,19.0
303,16.0
304,19.0
305,17.0
306,18.5
307,15.5
308,8.0
309,16.5
310,18.5
311,15.5
312,12.5
313,20.0
314,22.0
315,23.0
316,18.0
317,14.5
318,15.5
319,23.0
320,19.0
321,19.0
322,22.5
323,16.5
324,17.5
325,23.5
326,16.0
327,21.5
328,22.5
329,9.5
330,19.0
331,22.0
332,20.5
333,19.0
334,23.5
335,23.5
336,13.0
337,17.0
338,9.5
339,0.5
340,13.0
341,0.5
342,13.5
343,7.0
344,15.0
345,2.5
346,16.0
